date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:00:43	64/64	---M--	200	added ('OK')	image/gif	etag:W/%2240-jHLN3x5dWpBzaQm4lkBmDWvrjrg%22	http://b.scorecardresearch.com/p?c1=2&c2=17503311&cv=2.0&cj=1	/home/krishna/websites/newsPaper%20Builder/b.scorecardresearch.com/p7da3.gif	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:44	100837/100837	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2008%20Jan%202022%2017:30:44%20GMT	http://connect.facebook.net/en_US/fbevents.js	/home/krishna/websites/newsPaper%20Builder/connect.facebook.net/en_US/fbevents.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:45	44/44	---M--	200	added ('OK')	image/gif	date:Fri,%2021%20Dec%202012%2000:00:01%20GMT	https://www.facebook.com/tr?id=884877674878910&ev=PageView&noscript=1	/home/krishna/websites/newsPaper%20Builder/www.facebook.com/tr6fd8.gif	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:50	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2008%20Jan%202022%2017:30:49%20GMT	https://fonts.googleapis.com/robots.txt		(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:50	28/28	---M--	200	added ('OK')	text/plain	etag:%226c0c0b02c59a0e5b43917105fbeae507%22	http://b.scorecardresearch.com/robots.txt		(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:52	860/860	---MCZ	200	added ('OK')	text/plain	date:Sat,%2008%20Jan%202022%2017:30:51%20GMT	https://www.facebook.com/robots.txt		(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:54	1623/1623	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sat,%2008%20Jan%202022%2017:30:54%20GMT	https://cdn.ampproject.org/v0/amp-ad-0.1.js	/home/krishna/websites/newsPaper%20Builder/cdn.ampproject.org/v0/amp-ad-0.1.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:55	0/0	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2008%20Jan%202022%2017:30:55%20GMT	https://code.jquery.com/jquery-migrate-3.0.0.min.js	/home/krishna/websites/newsPaper%20Builder/code.jquery.com/jquery-migrate-3.0.0.min.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:56	2211/2211	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2256d939f2-8a3%22	https://sf.readwhere.com/read/js/libs/detectmobilebrowser.js?v=1457076727	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/libs/detectmobilebrowser9127.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:01:03	148470/148470	UR-M--	200	added ('OK')	text/javascript	etag:6530643564455847420	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	/home/krishna/websites/newsPaper%20Builder/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:01:03	587/587	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jan%202022%2017:30:56%20GMT	https://sf.readwhere.com/read/fonts/glyphicons-halflings-regular.svg	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/fonts/glyphicons-halflings-regular.html	(from https://sf.readwhere.com/read/styles/bootstrap3.min.css?v=1421216352)
23:01:03	4255/4255	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22d89453438fbf10dcf4c13265c40d5160%22	https://certify-js.alexametrics.com/atrk.js	/home/krishna/websites/newsPaper%20Builder/certify-js.alexametrics.com/atrk.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:01:04	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2008%20Jan%202022%2017:31:03%20GMT	https://cache.epapr.in/masthead/60f5407ae59d9.png	/home/krishna/websites/newsPaper%20Builder/cache.epapr.in/masthead/60f5407ae59d9.png	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:01:04	6921/6921	---M--	200	added ('OK')	image/png	etag:%2254b60a60-1b09%22	https://sf.readwhere.com/read/styles/images/pdf-product.png	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/styles/images/pdf-product.png	(from https://sf.readwhere.com/read/styles/viewer-v4.css?v=1595415850)
